name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
Jacques Dutilhweg,"[7314946, 7316018]","['living_street', 'unclassified']",False,186.975,,"LINESTRING (4.544294 51.9278058, 4.5441824 51.9277986, 4.5441319 51.9277589, 4.5439757 51.9274887, 4.5432234 51.9263011)",30,,,,,,1445378972,44429088,0,False,
"['Jan Beyerinckstraat', 'Jean Augierstraat']","[273626166, 7315118, 7315967]",unclassified,False,378.93399999999997,,"LINESTRING (4.544294 51.9278058, 4.5442041 51.9278722, 4.5439856 51.9280335, 4.5438153 51.9280293, 4.5436 51.928, 4.5420001 51.9277451, 4.5421266 51.9274322, 4.5422239 51.9271913, 4.5423302 51.9269282, 4.5425371 51.9264161, 4.542843 51.9264655, 4.543 51.9264, 4.5432234 51.9263011)",30,,,,,,1445378972,44429088,1,True,
Luipaardstraat,7327734,residential,False,49.352000000000004,,"LINESTRING (4.5517 51.91, 4.5520984 51.9100454, 4.5524 51.9101)",,,,,,,44350364,44350861,0,False,
Wijnbrugstraat,7514028,residential,False,87.096,,"LINESTRING (4.4886144 51.9167269, 4.4883573 51.9168952, 4.4883331 51.9169236, 4.4882531 51.9170628, 4.4880418 51.9174115)",30,1,,,,,44383139,44386454,0,False,
"['Wijnhaven', 'Scheepmakershaven', 'Punt']","[7523209, 52940141, 7514098, 324552147, 324552148]",residential,True,261.996,,"LINESTRING (4.4886144 51.9167269, 4.4888031 51.916854, 4.4891756 51.9170944, 4.4893683 51.9172187, 4.4898541 51.9175171, 4.4897788 51.9175595, 4.4895576 51.9176841, 4.4894886 51.9177229, 4.4894549 51.9177289, 4.4894216 51.9177293, 4.4893922 51.9177257, 4.4893455 51.9177166, 4.4889437 51.9176119, 4.4880418 51.9174115)",30,1,,,,,44383139,44386454,1,True,
"['Noorderhagen', 'Oosterhagen']","[7325366, 7325638]",residential,False,111.943,,"LINESTRING (4.5596297 51.8888805, 4.5595974 51.8889548, 4.5594411 51.8893426, 4.5593827 51.8894821, 4.5593103 51.8896372, 4.5592714 51.8896397, 4.5589568 51.8895895)",,,,,,,3256564647,44258007,0,True,
Oosterhagen,7325638,residential,False,145.548,,"LINESTRING (4.5596297 51.8888805, 4.5596875 51.8887445, 4.5598187 51.8883978, 4.5598881 51.8882357, 4.5601395 51.88761)",,,,,,,3256564647,2328397817,0,False,
Mariënhagen,447495625,residential,False,43.449,,"LINESTRING (4.5596297 51.8888805, 4.5597639 51.888904, 4.5602431 51.8889771)",,,,,,,3256564647,4446033136,0,False,
Wolphaertsbocht,7515709,residential,False,11.606,,"LINESTRING (4.4667331 51.8948832, 4.4665911 51.8948265)",,,,,,,44284840,44284839,0,False,
Doklaan,7514489,residential,True,121.75899999999999,,"LINESTRING (4.4667331 51.8948832, 4.466805 51.8949294, 4.4669206 51.894995, 4.4669527 51.8950039, 4.4671454 51.8950412, 4.4673594 51.8950761, 4.4675634 51.8951049, 4.4677622 51.8951313, 4.4680231 51.8951585, 4.4681661 51.8951679, 4.4683483 51.8951719, 4.4683999 51.8951696)",,1,,,,,44284840,44286344,0,False,
Wolphaertsbocht,158176604,tertiary,True,28.464,,"LINESTRING (4.4667331 51.8948832, 4.4666341 51.8949628, 4.4665767 51.895009, 4.4665047 51.8950957)",,,,,,,44284840,44285699,0,False,
Wolphaertsbocht,7515709,residential,False,11.606,,"LINESTRING (4.4665911 51.8948265, 4.4667331 51.8948832)",,,,,,,44284839,44284840,0,False,
Wolphaertsbocht,"[7514691, 158176605]",tertiary,True,127.308,,"LINESTRING (4.4665911 51.8948265, 4.4667124 51.8947524, 4.4668336 51.8946783, 4.4672373 51.8943624, 4.4677293 51.8940353, 4.4678096 51.8939654)",50,1,,,,,44284839,44280753,0,False,
Grondherenstraat,7515708,residential,False,33.113,,"LINESTRING (4.4665911 51.8948265, 4.4665189 51.8948139, 4.4661215 51.8947582)",,,,,,,44284839,6070795642,0,False,
Horváthweg,7532232,secondary,True,12.52,,"LINESTRING (4.4291095 51.9204757, 4.4289284 51.9204899)",50,,S115,,,,44399527,602273101,0,False,
Vreelustweg,"[723077800, 723077799, 48398311]",tertiary,True,146.408,,"LINESTRING (4.4291095 51.9204757, 4.4290942 51.9206756, 4.4290943 51.9207571, 4.428985 51.9212549, 4.4289119 51.9215876, 4.428892 51.921649, 4.4288422 51.9217798)",50,,,,,,44399527,614678459,0,False,
Ceintuurbaan,"[7524387, 7524382]",unclassified,False,52.355000000000004,,"LINESTRING (4.4801565 51.9423614, 4.4804622 51.9423796, 4.480766 51.9424069, 4.4809155 51.942411)",,,,,,,44514219,44514222,0,False,
Ceintuurbaan,7526220,unclassified,False,292.133,,"LINESTRING (4.4801565 51.9423614, 4.4791517 51.9423113, 4.479089 51.9423052, 4.4790363 51.9422983, 4.4779571 51.942158, 4.47783 51.9421383, 4.4775383 51.9420844, 4.477425 51.9420669, 4.4768553 51.9419863, 4.4761473 51.9418954, 4.4759776 51.9418736)",50,,,,,,44514219,44511532,0,False,
Maastunnelplein,7512810,primary,True,18.551000000000002,,"LINESTRING (4.4748062 51.8925316, 4.4749129 51.8924261, 4.4749585 51.8923943)",50,1,,,,,745765801,974083128,0,False,
"['Dorpsweg', 'Maastunnelplein']","[7514704, 326354491, 7514700]",primary,True,180.89800000000002,,"LINESTRING (4.4748062 51.8925316, 4.4746467 51.892435, 4.4742126 51.8921638, 4.473986 51.8919865, 4.4738585 51.89185, 4.4734823 51.8913334, 4.473432 51.8912644, 4.473377 51.8911894)",50,"['3', '2']",S102,,,,745765801,44266457,0,True,
Karmestein,7512853,residential,False,85.624,,"LINESTRING (4.4858379 51.8756689, 4.4858266 51.8748989)",30,,,,,,44186541,44183584,0,False,
Drakenstein,7512856,residential,False,19.242,,"LINESTRING (4.4858379 51.8756689, 4.4861182 51.8756699)",30,,,,,,44186541,44186679,0,False,
Drakenstein,7512856,residential,False,32.553,,"LINESTRING (4.4858379 51.8756689, 4.4853637 51.8756702)",30,,,,,,44186541,44186678,0,False,
Ceintuurbaan,7524382,unclassified,False,11.36,,"LINESTRING (4.4809155 51.942411, 4.4809611 51.9424094, 4.4810201 51.9424025, 4.4810792 51.9423961)",,,,,,,44514222,1461126263,0,False,
Ceintuurbaan,"[7524387, 7524382]",unclassified,False,52.355000000000004,,"LINESTRING (4.4809155 51.942411, 4.480766 51.9424069, 4.4804622 51.9423796, 4.4801565 51.9423614)",,,,,,,44514222,44514219,0,False,
Bergweg,"[723129585, 132805545, 132805541, 42703014]",tertiary,True,169.249,,"LINESTRING (4.4809155 51.942411, 4.4808519 51.9423354, 4.4806827 51.9420821, 4.480621 51.9420053, 4.4805966 51.9419808, 4.4803372 51.9417951, 4.4800391 51.9415591, 4.4800092 51.9415343, 4.4799547 51.9414925, 4.4795292 51.9411647)",50,,,,,,44514222,533993017,0,False,
Gaesbeekstraat,7514254,residential,False,56.864,,"LINESTRING (4.48706 51.8948622, 4.4878544 51.8950078)",30,2,,,,,44284847,44285194,0,False,
Zwartewaalstraat,7514255,residential,False,239.72,,"LINESTRING (4.48706 51.8948622, 4.4873409 51.8944893, 4.4873446 51.8944744, 4.4873306 51.8944535, 4.487313 51.8944439, 4.4867694 51.8942772, 4.4867472 51.8942688, 4.4867365 51.8942524, 4.4867354 51.8942354, 4.4867374 51.8942181, 4.4871803 51.8935784, 4.4872967 51.8934134, 4.4875388 51.8930704)",30,2,,,,,44284847,44276358,0,False,
Hellevoetstraat,7514386,residential,False,80.534,,"LINESTRING (4.48706 51.8948622, 4.4870452 51.8949073, 4.4870365 51.8949524, 4.4869957 51.8954913, 4.4869913 51.8955846)",30,2,,,,,44284847,44288104,0,False,
Katendrechtse Lagedijk,7514455,residential,False,113.37,,"LINESTRING (4.48706 51.8948622, 4.4869126 51.8948332, 4.4860973 51.8946759, 4.4860544 51.8946642, 4.4860251 51.8946528, 4.4858484 51.8945643, 4.4855967 51.8944287)",30,2,,,,,44284847,44283012,0,False,
Horváthweg,7531542,secondary,True,22.529,,"LINESTRING (4.4320415 51.920439, 4.43188 51.9204207, 4.4317184 51.9204024)",50,,S115,,,,44399532,974025126,0,False,
Kameliastraat,7513214,residential,True,64.383,,"LINESTRING (4.497264 51.8948615, 4.4978771 51.8944232)",30,,,,,,44284851,44283015,0,False,
Stokroosstraat,7513461,residential,False,54.619,,"LINESTRING (4.497264 51.8948615, 4.4978552 51.8951904)",30,,,,,,44284851,44286817,0,False,
Stokroosstraat,7513215,residential,False,46.799,,"LINESTRING (4.497264 51.8948615, 4.4967842 51.8945991, 4.4967477 51.8945877)",30,,,,,,44284851,44283451,0,False,
Honingerdijk,7328986,tertiary,True,87.63400000000001,,"LINESTRING (4.5180665 51.9167005, 4.5181235 51.9166321, 4.5182079 51.9164945, 4.518236 51.9164483, 4.5182999 51.916311, 4.5183525 51.9161691, 4.5183681 51.916117, 4.5184043 51.9159451)",50,,,,,,44383156,44379364,0,False,
Jinnahsingel,7315376,unclassified,True,40.646,,"LINESTRING (4.5545113 51.9293824, 4.5543623 51.9297362)",,,,,,,1434991541,44445779,0,False,
,742013913,secondary,True,23.845,,"LINESTRING (4.5545113 51.9293824, 4.5544284 51.929395, 4.5543433 51.9293911, 4.5542644 51.929371, 4.5541929 51.9293356)",50,,,roundabout,,,1434991541,44443986,0,False,
Boezembocht,317527808,unclassified,False,15.69,,"LINESTRING (4.4968804 51.942416, 4.4969266 51.9422778)",,,,,,,44514230,44513674,0,False,
Boezembocht,7522068,unclassified,False,137.17,,"LINESTRING (4.4968804 51.942416, 4.4966704 51.9423907, 4.4960273 51.942288, 4.4956113 51.942232, 4.4953428 51.9421959, 4.494986 51.9421411, 4.4949331 51.942133)",,,,,,,44514230,44513076,0,False,
Violierstraat,7513217,residential,False,12.522,,"LINESTRING (4.4982226 51.8949214, 4.4983406 51.8948355)",30,,,,,,44284853,5309988019,0,False,
Andriesstraat,7513462,residential,False,39.119,,"LINESTRING (4.4982226 51.8949214, 4.4978552 51.8951904)",30,,,,,,44284853,44286817,0,False,
Putsebocht,7513216,residential,False,25.709,,"LINESTRING (4.4982226 51.8949214, 4.4981863 51.8948881, 4.4981699 51.894865, 4.4981229 51.8947017)",30,,,,,,44284853,5309989329,0,False,
Lange Hilleweg,132379097,residential,True,47.258,,"LINESTRING (4.5055685 51.8948613, 4.505992 51.8950997, 4.5060346 51.8951232, 4.5060726 51.8951505)",50,,,,,,44284856,44286355,0,False,
Chopinstraat,7324387,residential,False,8.626,,"LINESTRING (4.5563889 51.916659, 4.5562633 51.9166549)",,,,,,,44383161,2784388305,0,False,
Chopinstraat,722950197,residential,False,84.56200000000001,,"LINESTRING (4.5563889 51.916659, 4.5564401 51.9163206, 4.5563074 51.9163173, 4.5562633 51.9166549)",,,,,,,44383161,2784388305,1,False,
Chopinstraat,7324387,residential,False,123.055,,"LINESTRING (4.5563889 51.916659, 4.5565778 51.9165771, 4.5571737 51.9166042, 4.557316 51.9166107, 4.5579116 51.9166379, 4.5580967 51.9167177)",,,,,,,44383161,44383163,0,False,
Weizichtstraat,7530448,residential,True,61.891999999999996,,"LINESTRING (4.4453759 51.9205093, 4.445311 51.9200139, 4.4452987 51.9199548)",30,,,,,,44399540,44397804,0,False,
Chopinstraat,7324387,residential,False,10.713,,"LINESTRING (4.5580967 51.9167177, 4.5582487 51.9167399)",,,,,,,44383163,2784388577,0,False,
Chopinstraat,7324554,residential,False,84.33699999999999,,"LINESTRING (4.5580967 51.9167177, 4.5581339 51.9163926, 4.5582793 51.9163977, 4.5582487 51.9167399)",,,,,,,44383163,2784388577,1,False,
Chopinstraat,7324387,residential,False,123.05500000000002,,"LINESTRING (4.5580967 51.9167177, 4.5579116 51.9166379, 4.557316 51.9166107, 4.5571737 51.9166042, 4.5565778 51.9165771, 4.5563889 51.916659)",,,,,,,44383163,44383161,0,False,
Chopinstraat,7324554,residential,False,34.059,,"LINESTRING (4.5580967 51.9167177, 4.5579093 51.9167774, 4.5578856 51.916953)",,,,,,,44383163,5855853561,0,False,
Zaadakkerstraat,7329088,residential,False,62.036,,"LINESTRING (4.5139513 51.89486, 4.5148425 51.8949538)",30,,,,,,44284860,44285208,0,False,
Westerbeekstraat,7329132,residential,True,145.337,,"LINESTRING (4.5139513 51.89486, 4.513608 51.8960855, 4.5136087 51.896119, 4.5136172 51.8961484)",30,,,,,,44284860,44290461,0,False,
Buitenhofstraat,7530403,residential,True,85.844,,"LINESTRING (4.4472192 51.9204136, 4.4461035 51.9204928, 4.4460954 51.920572)",30,,,,,,44399544,44399988,0,False,
Buitenhofstraat,"[7530405, 7530406]",residential,True,105.33,,"LINESTRING (4.4472192 51.9204136, 4.4479489 51.9203617, 4.4484455 51.920413, 4.4486978 51.9204458, 4.4487338 51.9204565)",30,,,,,,44399544,44399545,0,False,
Soetendaalseweg,139466541,residential,False,45.868,,"LINESTRING (4.4839791 51.9396954, 4.4846427 51.9397482)",,,,,,,1528921017,1528921019,0,False,
Soetendaalseweg,139466541,residential,False,111.12,,"LINESTRING (4.4839791 51.9396954, 4.4823932 51.9394886)",,,,,,,1528921017,44499522,0,False,
Grasstraat,7530522,residential,True,94.569,,"LINESTRING (4.4487338 51.9204565, 4.4485362 51.9212982)",30,,,,,,44399545,44404017,0,False,
Buitenhofstraat,7530537,residential,True,54.362,,"LINESTRING (4.4487338 51.9204565, 4.4494641 51.9206466)",30,,,,,,44399545,44400484,0,False,
Soetendaalseweg,139466541,residential,False,45.868,,"LINESTRING (4.4846427 51.9397482, 4.4839791 51.9396954)",,,,,,,1528921019,1528921017,0,False,
Zwaanshals,229599699,residential,True,113.905,,"LINESTRING (4.4846427 51.9397482, 4.4844451 51.9387311)",,,,,,,1528921019,44495579,0,False,
"['Soetendaalsestraat', 'Soetendaalseplein']","[7522585, 7522583]",residential,False,48.30799999999999,,"LINESTRING (4.4846427 51.9397482, 4.4851976 51.9396999, 4.4853409 51.9396894)",30,,,,,,1528921019,44500550,0,True,
Beukelsdijk,7530598,secondary,False,60.695,,"LINESTRING (4.4513299 51.9204361, 4.4521657 51.9206156)",50,,S115,,,,44399548,44400485,0,False,
Beukelsdijk,7530598,secondary,False,64.379,,"LINESTRING (4.4513299 51.9204361, 4.4504507 51.9202332)",50,,S115,,,,44399548,44398674,0,False,
Veelzigtstraat,132380567,residential,True,120.084,,"LINESTRING (4.4513299 51.9204361, 4.4512984 51.9204987, 4.4507747 51.9214603)",30,,,,,,44399548,44404529,0,False,
Beatrijsstraat,7526758,residential,True,116.49799999999999,,"LINESTRING (4.4570542 51.9203946, 4.4569901 51.9196802, 4.4574011 51.9194655)",30,,,,,,44399551,44395827,0,False,
Groeninx van Zoelenlaan,161587551,secondary,True,11.853,,"LINESTRING (4.5578958 51.8847868, 4.5580638 51.8847621)",50,,S105,,,,1735588802,7274602907,0,False,
Akkeroord,"[76027653, 779120335]",residential,True,38.006,,"LINESTRING (4.5578958 51.8847868, 4.5578725 51.884723, 4.5578628 51.8846842, 4.5578376 51.8845849, 4.5578505 51.8844485)","['50', '30']",,,,,,1735588802,44230469,0,False,
Batavierenstraat,7525652,residential,True,108.791,,"LINESTRING (4.4687661 51.9204255, 4.4683228 51.9213649)",30,,,,,,44399555,44404037,0,False,
West-Kruiskade,7525920,tertiary,True,60.489,,"LINESTRING (4.4687661 51.9204255, 4.4686096 51.9203978, 4.4681238 51.9203146, 4.4679177 51.9202768)",50,,,,,,44399555,44399097,0,False,
Groeninx van Zoelenlaan,161587545,secondary,True,8.304,,"LINESTRING (4.5579261 51.8848591, 4.5578958 51.8847868)",50,,,,,,1735588804,1735588802,0,False,
Groeninx van Zoelenlaan,161587559,secondary,True,269.84400000000005,,"LINESTRING (4.5579261 51.8848591, 4.5578686 51.8848672, 4.5575639 51.8849104, 4.5573488 51.8849287, 4.5571319 51.8849454, 4.5552067 51.885213, 4.5548825 51.8852656, 4.5543288 51.8854052, 4.554134 51.885465)",50,,S105,,,,1735588804,44234835,0,False,
Gouvernestraat,"[7525744, 7525666]",residential,True,252.88799999999998,,"LINESTRING (4.46924 51.920425, 4.4693569 51.9190913, 4.4694281 51.9181537)",30,,,,,,44399558,44389841,0,False,
West-Kruiskade,7525942,tertiary,True,151.949,,"LINESTRING (4.46924 51.920425, 4.4698883 51.9205334, 4.470324 51.9206483, 4.4704618 51.920687, 4.4709125 51.9208212, 4.4712111 51.9208975, 4.4712976 51.9209217)",50,,,,,,44399558,44402103,0,False,
Schieweg,7526613,secondary,True,166.058,,"LINESTRING (4.4630448 51.9362541, 4.4641718 51.9349322)",50,2,S112,,,,1434991559,1435580950,0,False,GRT02_MORO_1076_2_2
Schieweg,507990861,residential,False,8.349,,"LINESTRING (4.4630448 51.9362541, 4.4630026 51.9362404, 4.4629816 51.9361966)",30,,,,,,1434991559,138136596,0,False,
Zwaanshals,139466542,residential,True,34.95,,"LINESTRING (4.4846987 51.9400606, 4.4846895 51.9400032, 4.4846591 51.9398332, 4.4846427 51.9397482)",,,,,,,1528921034,1528921019,0,False,
Noorderhelling,43388839,unclassified,False,11.044,,"LINESTRING (4.534828 51.8949374, 4.5346722 51.8949125)",,,,,,,44284875,546618912,0,False,
Noorderhelling,7328136,unclassified,False,176.209,,"LINESTRING (4.534828 51.8949374, 4.5353203 51.8950091, 4.5359636 51.8950424, 4.5361056 51.8950683, 4.5373268 51.89528)",,,,,,,44284875,44286854,0,False,
Noorderhelling,7328179,unclassified,True,59.205,,"LINESTRING (4.534828 51.8949374, 4.5346813 51.8952871, 4.5346478 51.8953642, 4.5346163 51.8954535)",,,,,,,44284875,1721153959,0,False,
Gordelweg,"[69476388, 725090413]",secondary,True,349.70000000000005,,"LINESTRING (4.4601965 51.9363691, 4.459115 51.935967, 4.4590173 51.9359303, 4.4589621 51.9359129, 4.4588668 51.9358843, 4.4588414 51.9358743, 4.4588087 51.9358625, 4.4587404 51.9358372, 4.4586373 51.9357938, 4.4566069 51.935034, 4.4562806 51.9349132, 4.4562276 51.9348936, 4.4558296 51.9347448)",50,"['1', '2']",,,,,1434991563,837687831,0,False,GRT02_MORO_2800_2_1
"['Zijl', 'Ds. Jan Scharpstraat']","[7523227, 7523228]",residential,False,109.343,,"LINESTRING (4.4844859 51.9203405, 4.4855247 51.9205351, 4.4855943 51.9204299, 4.4857141 51.9202439)",30,2,,,,,44399563,44398697,0,True,
Cornelis de Vriendtstraat,7315582,unclassified,False,48.311,,"LINESTRING (4.5383867 51.9424081, 4.5385621 51.9419873)",,,,,,,44514254,44512072,0,False,
Stalpaertstraat,7317826,unclassified,False,41.109,,"LINESTRING (4.5383867 51.9424081, 4.5378072 51.9423129)",,,,,,,44514254,44513711,0,False,
Cornelis Muschstraat,7526933,residential,False,95.696,,"LINESTRING (4.4550393 51.9285287, 4.4551108 51.9285237, 4.4551968 51.9285187, 4.4553423 51.9285007, 4.4553682 51.9285022, 4.4553974 51.9285053, 4.4555521 51.9285511, 4.4561241 51.9287359, 4.4563114 51.9288021)",30,,,,,,2748038096,7814988610,0,False,
Van Aerssenlaan,269640861,tertiary,True,63.470000000000006,,"LINESTRING (4.4550393 51.9285287, 4.4550696 51.9285562, 4.4551226 51.9286019, 4.4551614 51.9287376, 4.4551613 51.928859, 4.4551612 51.9289344, 4.4551612 51.9289858, 4.4551369 51.92908)",50,1,,,,,2748038096,44442691,0,False,
Van Aerssenlaan,705813363,tertiary,False,181.454,,"LINESTRING (4.4550393 51.9285287, 4.4549944 51.9283163, 4.4547638 51.9274642, 4.4546198 51.9269176)",50,2,,,,,2748038096,6486411419,0,False,
Van der Helmstraat,7315734,unclassified,False,32.594,,"LINESTRING (4.5434835 51.9423973, 4.5436115 51.942115)",,,,,,,44514257,44512568,0,False,
Arie Salystraat,7328054,residential,False,66.424,,"LINESTRING (4.541242 51.8949, 4.541 51.8949, 4.5409931 51.895348)",30,,,,,,44284882,44287247,0,False,
Putselaan,7513556,residential,True,139.96200000000002,,"LINESTRING (4.5044923 51.8984346, 4.5036432 51.8984239, 4.5026353 51.89841, 4.5026136 51.8984053, 4.5025998 51.8983966, 4.502523 51.8983246)",,,,,,,44301264,44300261,0,False,
Sjanghailaan,7311383,residential,False,8.931,,"LINESTRING (4.5573391 51.9424049, 4.5572183 51.9423748)",30,,,,,,44514260,44513720,0,False,
Sjanghailaan,7310093,residential,False,70.288,,"LINESTRING (4.5573391 51.9424049, 4.5572849 51.9425072, 4.557247 51.9425289, 4.556651 51.9424348, 4.5565719 51.9423939, 4.5565715 51.9423442)",30,,,,,,44514260,44513719,0,False,
Putselaan,7513556,residential,True,4.357,,"LINESTRING (4.505536 51.8984852, 4.5054727 51.8984821)",,,,,,,44301265,7457298850,0,False,
Johannes-Brandstraat,454458198,residential,False,9.306000000000001,,"LINESTRING (4.505536 51.8984852, 4.5054921 51.8985201, 4.5054522 51.898551)",,,,,,,44301265,7457298841,0,False,
Burgemeester van Walsumweg,"[813417099, 813417100]",secondary,True,155.281,,"LINESTRING (4.4912796 51.9203618, 4.491449 51.9204497, 4.4917692 51.920624, 4.4919068 51.920694, 4.4920564 51.9207607, 4.4922974 51.9208575, 4.4925383 51.9209513, 4.492623 51.9209847, 4.4929582 51.9211024, 4.4930194 51.9211241, 4.4931265 51.921162)",50,2,,,,,44399569,44403542,0,False,
Jan Trooststraat,7328149,residential,False,62.32599999999999,,"LINESTRING (4.5423366 51.8949014, 4.5421386 51.8949022, 4.5421319 51.8953405)",30,,,,,,44284887,44287250,0,False,
Putselaan,7513556,residential,True,68.2,,"LINESTRING (4.5065227 51.8985574, 4.5063195 51.8985369, 4.5061131 51.8985222, 4.505692 51.8984924, 4.505536 51.8984852)",,,,,,,44301267,44301265,0,False,
Walenburgerweg,7526848,tertiary,False,15.115,,"LINESTRING (4.4640746 51.9267669, 4.4642527 51.926847)",50,,,,,,1358101460,44431273,0,False,
Walenburgerweg,7527001,tertiary,True,59.371,,"LINESTRING (4.4640746 51.9267669, 4.4633541 51.9266778, 4.4632257 51.9266618)",50,,,,,,1358101460,2756722165,0,False,
Christiaan de Wetstraat,7329250,residential,True,183.137,,"LINESTRING (4.504856 51.8998438, 4.5049544 51.8997688, 4.5064796 51.8985885, 4.5065227 51.8985574)",,,,,,,4809096154,44301267,0,False,
Martinus Steijnstraat,7513576,residential,False,51.35,,"LINESTRING (4.504856 51.8998438, 4.5048854 51.8998586, 4.5049618 51.8998971, 4.5054418 51.9001312)",,,,,,,4809096154,44308956,0,False,
Martinus Steijnstraat,7513576,residential,False,57.476,,"LINESTRING (4.504856 51.8998438, 4.5042786 51.8995858, 4.5041778 51.8995404)",,,,,,,4809096154,44306462,0,False,
Burgemeester Hazenberglaan,7328031,residential,False,59.449,,"LINESTRING (4.5432036 51.8947989, 4.5432233 51.8953334)",30,,,,,,44284891,44287254,0,False,
's-Lands werf,7521786,residential,False,70.307,,"LINESTRING (4.5042772 51.9204461, 4.5052492 51.9202451)",,,,,,,44399581,44398720,0,False,
's-Lands werf,7521786,residential,False,13.129000000000001,,"LINESTRING (4.5042772 51.9204461, 4.5041211 51.9204781, 4.5040955 51.9204833)",,,,,,,44399581,44400018,0,False,
Karl Landsteinerhof,7521787,residential,False,61.312000000000005,,"LINESTRING (4.5042772 51.9204461, 4.5043689 51.9200655, 4.5043728 51.920045, 4.5044 51.9199)",,,,,,,44399581,44397448,0,False,
Gordelweg,570963683,secondary,True,16.639,,"LINESTRING (4.4623352 51.9370555, 4.4625514 51.9371235)",50,2,,,,,1434991583,1434991588,0,False,
Schieweg,314449738,secondary,True,87.073,,"LINESTRING (4.4623352 51.9370555, 4.4623886 51.9369973, 4.4628859 51.9364331, 4.4629444 51.9363684)",50,2,S112,,,,1434991583,44482878,0,False,
Elisabethstraat,7319872,residential,False,7.016,,"LINESTRING (4.5110659 51.9203926, 4.5110926 51.9204373, 4.5111013 51.9204518)",,,,,,,44399587,768925841,0,False,
"['Struisenburgdwarsstraat', 'Elisabethstraat']","[7319872, 7319898]",residential,False,202.873,,"LINESTRING (4.5110659 51.9203926, 4.5110115 51.9202992, 4.51086 51.9200326, 4.510825 51.9199695, 4.5129057 51.9194729)",,,,,,,44399587,44395855,0,True,
Oostzeedijk,322013147,tertiary,True,43.388999999999996,,"LINESTRING (4.5110659 51.9203926, 4.5111323 51.9203773, 4.5112479 51.9203506, 4.5113729 51.9203281, 4.5115326 51.9203083, 4.5116316 51.9203097, 4.5116773 51.920314)",50,,,,,,44399587,6491675341,0,False,
Schieweg,314449737,secondary,True,19.022,,"LINESTRING (4.4625514 51.9371235, 4.462418 51.9372735)",50,3,S112,,,,1434991588,1434991598,0,False,
Gordelweg,"[570963682, 386756910]",secondary,True,67.38,,"LINESTRING (4.4625514 51.9371235, 4.462648 51.9371596, 4.4626717 51.937168, 4.4628281 51.9372275, 4.4633918 51.9374377)",50,1,,,,,1434991588,1434991604,0,False,
Groeninx van Zoelenlaan,161587548,secondary,True,266.677,,"LINESTRING (4.5541177 51.8853395, 4.5542102 51.8853373, 4.554305 51.8853263, 4.555044 51.8851952, 4.5578418 51.8847947, 4.5578958 51.8847868)",50,,S105,,,,1735588840,1735588802,0,False,
,424323750,secondary,True,14.082,,"LINESTRING (4.5541177 51.8853395, 4.5541369 51.8854017, 4.554134 51.885465)",50,,S105,roundabout,,,1735588840,44234835,0,False,
Schieweg,314449735,secondary,True,7.971,,"LINESTRING (4.462209 51.9371849, 4.4622682 51.9371232)",50,3,S112,,,,1434991594,6798435628,0,False,
Gordelweg,"[725090418, 153557971, 570963684]",secondary,True,93.22800000000001,,"LINESTRING (4.462209 51.9371849, 4.4621281 51.9371559, 4.4621026 51.9371467, 4.4620242 51.9371143, 4.4618981 51.937064, 4.461049 51.9367475)",50,1,,,,,1434991594,837687789,0,False,
's-Gravensingel,7319020,residential,False,45.762,,"LINESTRING (4.5285199 51.9204053, 4.5282803 51.9200212)",30,,,,,,44399596,5494205147,0,False,
's-Gravensingel,7319277,residential,False,42.589,,"LINESTRING (4.5285199 51.9204053, 4.5291016 51.9202712)",30,,,,,,44399596,44399149,0,False,
's-Gravensingel,7319020,residential,False,22.689,,"LINESTRING (4.5285199 51.9204053, 4.5285602 51.9204722, 4.5286384 51.9205958)",30,,,,,,44399596,44400514,0,False,
Schieweg,"[29326099, 29326098, 314449739]",secondary,True,108.379,yes,"LINESTRING (4.462418 51.9372735, 4.4623636 51.9373359, 4.4623004 51.9374099, 4.4621401 51.9376131, 4.4620914 51.9376798, 4.4620448 51.9377616, 4.4619758 51.9378923, 4.4619562 51.9379885, 4.4619511 51.938059, 4.461951 51.938124, 4.4619645 51.9381879)",50,3,S112,,,,1434991598,44492717,0,False,
Gordelweg,570963681,secondary,True,19.75,,"LINESTRING (4.462418 51.9372735, 4.4623761 51.9372362, 4.4623117 51.9371857, 4.4622682 51.9371232)",50,1,,,,,1434991598,6798435628,0,False,
Frans Bekkerstraat,7514536,residential,False,54.765,,"LINESTRING (4.4668987 51.8915183, 4.466131 51.8916528)",,,,,,,44268530,44269098,0,False,
Frans Bekkerstraat,7514536,residential,False,59.886,,"LINESTRING (4.4668987 51.8915183, 4.4677373 51.8913693)",,,,,,,44268530,44267532,0,False,
Jaersveltstraat,"[549299616, 7515625, 549299615]",residential,True,171.84699999999998,,"LINESTRING (4.4668987 51.8915183, 4.4668413 51.8914601, 4.4667944 51.8913844, 4.4663563 51.8906742, 4.4659856 51.8900804)",,,,,building_passage,,44268530,44260644,0,False,
Gordelweg,725115021,secondary,True,106.641,,"LINESTRING (4.4633918 51.9374377, 4.4647227 51.9379342)",50,1,,,,,1434991604,533987416,0,False,
