name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
Westzeedijk,"[231864837, 231864838, 130296686, 7515504, 691290136]",secondary,False,87.42300000000002,yes,"LINESTRING (4.463593 51.9066249, 4.4636424 51.9066377, 4.4638038 51.9066807, 4.46409 51.9067556, 4.4642106 51.9067874, 4.4643344 51.9068193, 4.4645229 51.9068657, 4.4645971 51.906885, 4.4646526 51.9068964, 4.4647063 51.9069113, 4.4647304 51.9069162, 4.4647708 51.9069244)",50,,S114,,,,44335243,44336992,0,False,
Van Duylstraat,147988903,residential,False,66.526,,"LINESTRING (4.4442776 51.9133517, 4.4451743 51.9135797)",,,,,,,44365866,44367396,0,False,
Van Duylstraat,147988903,residential,False,20.806,,"LINESTRING (4.4442776 51.9133517, 4.443999 51.9132777)",,,,,,,44365866,668926896,0,False,
Bruijnstraat,"[147988897, 7517495]",residential,True,147.68099999999998,,"LINESTRING (4.4442776 51.9133517, 4.4446754 51.9128502, 4.4452019 51.9122069, 4.4451853 51.9121588)",,,,,,,44365866,1611008253,0,False,
Groene Hilledijk,545122690,tertiary,True,17.021,,"LINESTRING (4.5077384 51.8897692, 4.5077475 51.8897409, 4.5077613 51.8897155, 4.5077993 51.8896882, 4.5078196 51.8896785, 4.507883 51.8896551)",50,,,,,,5268881568,726798762,0,False,
Groene Hilledijk,545122691,tertiary,True,15.195,,"LINESTRING (4.5077384 51.8897692, 4.5076727 51.8896849, 4.5076471 51.8896448)",50,,,,,,5268881568,44257966,0,False,
Paasweide,7330464,residential,True,12.77,,"LINESTRING (4.5080921 51.8792777, 4.5080575 51.879258, 4.5080461 51.8791725)",,,,,,,44204193,44203673,0,False,
Dordtsestraatweg,168860348,tertiary,True,39.915,,"LINESTRING (4.5080921 51.8792777, 4.5083079 51.8791203, 4.5083823 51.8790567, 4.5084443 51.878993)",50,,,,,,44204193,44203169,0,False,
Herweijerstraat,7330440,residential,True,11.265,,"LINESTRING (4.5180914 51.8792624, 4.5181927 51.8791827)",30,,,,,,44204202,44203678,0,False,
Nolensstraat,7526337,residential,False,52.667,,"LINESTRING (4.4634427 51.930468, 4.4641071 51.9307057)",30,,,,,,44449973,44451068,0,False,
Nolensstraat,7526337,residential,False,65.582,,"LINESTRING (4.4634427 51.930468, 4.4628941 51.9302537, 4.4629249 51.9300653)",30,,,,,,44449973,44447801,0,False,
"['Stadhoudersplein', 'Kappeynestraat']","[7526443, 7526348]",residential,False,157.91899999999998,,"LINESTRING (4.4634427 51.930468, 4.4629507 51.931018, 4.462313 51.930813, 4.4620512 51.931122)",30,,,,,,44449973,4609645739,0,True,
Claes de Vrieselaan,675184092,residential,True,142.494,,"LINESTRING (4.4598 51.914389, 4.4597938 51.9144096, 4.4597702 51.9145028, 4.4597572 51.9145674, 4.4596417 51.9151265, 4.4595427 51.9156605)",50,,,,,,6486507702,6486583753,0,False,
Mathenesserlaan,691280291,tertiary,False,15.931999999999999,,"LINESTRING (4.4598 51.914389, 4.4597805 51.9143864, 4.4595934 51.9143613, 4.459573 51.9143586)",50,,,,,,6486507702,6318007965,0,False,
Mathenesserlaan,691280292,tertiary,False,15.43,,"LINESTRING (4.4598 51.914389, 4.459996 51.914414, 4.4600203 51.9144171)",50,,,,,,6486507702,6486513550,0,False,
Teilingerstraat,7525874,residential,False,82.232,,"LINESTRING (4.4780374 51.9305487, 4.477339 51.9299475)",30,,,,,,44449974,44446811,0,False,
Noordsingel,507988068,residential,True,159.87,,"LINESTRING (4.4780374 51.9305487, 4.4799989 51.9297714)",30,,,,,,44449974,44445728,0,False,
Jacob Catsstraat,7526109,residential,False,80.19,,"LINESTRING (4.479175 51.9305625, 4.479771 51.931183)",30,,,,,,44449977,44453413,0,False,
Noordsingel,"[71821073, 7522651]",residential,True,89.108,,"LINESTRING (4.479175 51.9305625, 4.4781787 51.9310013, 4.4781169 51.9310278)",30,,,,,,44449977,44452834,0,False,
Mathenesserlaan,691280295,tertiary,False,205.247,,"LINESTRING (4.4593067 51.9143204, 4.45927 51.9143152, 4.4590321 51.9142845, 4.4587981 51.9142557, 4.4579113 51.9141389, 4.4564083 51.9139388, 4.4563804 51.9139347)",50,,,,,,6486507706,6486507713,0,False,
Mathenesserlaan,691280295,tertiary,False,6.0840000000000005,,"LINESTRING (4.4593067 51.9143204, 4.4593748 51.9143302, 4.4593931 51.9143328)",50,,,,,,6486507706,6486507707,0,False,
Westzeedijk,7515493,secondary,True,2.16,,"LINESTRING (4.4632323 51.9065424, 4.4632034 51.9065347)",50,,S114,,,,44335291,582611814,0,False,
Tollensstraat,7522517,residential,True,72.728,,"LINESTRING (4.4813535 51.9305843, 4.4818953 51.9311466)",30,,,,,,44449979,44453414,0,False,
Rembrandtstraat,7522597,residential,True,137.723,,"LINESTRING (4.4813535 51.9305843, 4.4817783 51.9304275, 4.483077 51.9299482)",30,,,,,,44449979,44446812,0,False,
Mathenesserlaan,691280295,tertiary,False,12.668,,"LINESTRING (4.4593931 51.9143328, 4.459573 51.9143586)",50,,,,,,6486507707,6318007965,0,False,
Mathenesserlaan,"[66164450, 66164469, 48978135]",residential,True,221.55300000000003,,"LINESTRING (4.4593931 51.9143328, 4.4593518 51.9143494, 4.4593385 51.914356, 4.45916 51.9144166, 4.4564958 51.9140601, 4.4563963 51.9139546, 4.4563804 51.9139347)",30,,,,,,6486507707,6486507713,0,False,
Mathenesserlaan,691280295,tertiary,False,6.0840000000000005,,"LINESTRING (4.4593931 51.9143328, 4.4593748 51.9143302, 4.4593067 51.9143204)",50,,,,,,6486507707,6486507706,0,False,
Edouard Jacobsstraat,7522483,residential,False,99.5,,"LINESTRING (4.4878141 51.9304952, 4.4880754 51.9313754)",30,,,,,,44449983,44454509,0,False,
Edouard Jacobsstraat,7522511,residential,False,58.244,,"LINESTRING (4.4878141 51.9304952, 4.4876218 51.929985)",30,,,,,,44449983,44446822,0,False,
Alex de Haasstraat,7522514,living_street,False,71.869,,"LINESTRING (4.4878141 51.9304952, 4.4880158 51.93047, 4.4880998 51.9304308, 4.4885043 51.9303797, 4.4886327 51.9303908, 4.4888228 51.9303655)",,,,,,,44449983,44448856,0,False,
Dirk Wittestraat,7522475,living_street,False,76.489,,"LINESTRING (4.4899848 51.9305125, 4.4901674 51.9311911)",,,,,,,44449984,44453426,0,False,
Buziaustraat,7522501,living_street,False,56.538,,"LINESTRING (4.4899848 51.9305125, 4.4891758 51.9306109)",,,,,,,44449984,44450510,0,False,
Buziaustraat,7522498,living_street,False,73.028,,"LINESTRING (4.4899848 51.9305125, 4.4907372 51.930423, 4.4908373 51.9304636, 4.4910143 51.9304471)",,,,,,,44449984,2812255918,0,False,
Mathenesserlaan,691280295,tertiary,False,6.746,,"LINESTRING (4.4563804 51.9139347, 4.4562847 51.9139207)",50,,,,,,6486507713,6486507724,0,False,
Mathenesserlaan,691280295,tertiary,False,205.24699999999999,,"LINESTRING (4.4563804 51.9139347, 4.4564083 51.9139388, 4.4579113 51.9141389, 4.4587981 51.9142557, 4.4590321 51.9142845, 4.45927 51.9143152, 4.4593067 51.9143204)",50,,,,,,6486507713,6486507706,0,False,
Franselaan,"[133559369, 7532164]",tertiary,False,119.935,,"LINESTRING (4.4242957 51.9170059, 4.4241158 51.9170025, 4.4236547 51.917027, 4.422765 51.9171043, 4.4225596 51.9171221)",50,,,,,,44384449,44385061,0,False,
Franselaan,48233011,tertiary,True,94.268,,"LINESTRING (4.4242957 51.9170059, 4.4244216 51.9169572, 4.4252444 51.9169186, 4.4253495 51.9169141, 4.4254195 51.9169111, 4.4256443 51.9169033)",50,,,,,,44384449,44384452,0,False,
Professor Poelslaan,646936451,residential,False,64.469,,"LINESTRING (4.4242957 51.9170059, 4.424277 51.9168976, 4.4242073 51.9164287)",30,,,,,,44384449,44381754,0,False,
Van Meekerenstraat,7521999,residential,False,37.687,,"LINESTRING (4.4963363 51.9305522, 4.4963211 51.9302134)",,,,,,,44449987,44448316,0,False,
Van Meekerenstraat,7522243,residential,False,43.784,,"LINESTRING (4.4963363 51.9305522, 4.496347 51.9309459)",,,,,,,44449987,44452236,0,False,
Van Meekerenstraat,7522280,residential,False,57.52,,"LINESTRING (4.4963363 51.9305522, 4.4965509 51.9305555, 4.4966006 51.9309392)",,,,,,,44449987,44452238,0,False,
Spaanseweg,7532218,secondary,True,12.954,,"LINESTRING (4.4256443 51.9169033, 4.4258331 51.9169067)",50,,,,,,44384452,602273136,0,False,
Tjalklaan,7518113,secondary,True,69.465,,"LINESTRING (4.4256443 51.9169033, 4.4257027 51.9167971, 4.4260616 51.9163348)",50,2,S114,,,,44384452,44381248,0,False,
P.C. Hooftplein,7531408,residential,True,61.073,,"LINESTRING (4.4366412 51.9170049, 4.4358489 51.9172556)",30,,,,,,44384454,44386411,0,False,
Multatulistraat,135177436,residential,False,33.462,,"LINESTRING (4.4366412 51.9170049, 4.4368496 51.917277)",,,,,,,44384454,44386413,0,False,
Albert Plesmanweg,7517367,tertiary,False,120.871,,"LINESTRING (4.4465224 51.8722344, 4.4482815 51.8722791)",50,,,,,,44171463,44171466,0,False,
Van Graftstraat,7517288,unclassified,False,323.939,,"LINESTRING (4.4465224 51.8722344, 4.4465177 51.8723085, 4.4464 51.8742, 4.4463169 51.8751448)",,,,,,,44171463,44184383,0,False,
Albert Plesmanweg,7517367,tertiary,False,159.62099999999998,,"LINESTRING (4.4465224 51.8722344, 4.4462429 51.8722268, 4.4453623 51.8722027, 4.4441996 51.8721717)",50,,,,,,44171463,44170979,0,False,
Vierambachtsstraat,7518059,tertiary,True,132.516,,"LINESTRING (4.4533344 51.9170516, 4.4531835 51.9169981, 4.4526691 51.9168317, 4.452214 51.9167142, 4.4520612 51.9166858, 4.4519081 51.9166737, 4.4518322 51.9166652, 4.4517133 51.9166422, 4.4515543 51.9166084)",50,,,,,,44384456,44382675,0,False,
Gerrit van de Lindestraat,"[7530480, 403090793]",residential,False,128.863,,"LINESTRING (4.4533344 51.9170516, 4.4532912 51.9170912, 4.4530613 51.9172007, 4.4524122 51.9174456, 4.4517022 51.9175949)",30,,,,,,44384456,44387962,0,False,
Anthony Fokkerweg,7517175,unclassified,False,231.33,,"LINESTRING (4.4482815 51.8722791, 4.4481494 51.8743579)",,,,,,,44171466,44180932,0,False,
Albert Plesmanweg,7517367,tertiary,False,120.871,,"LINESTRING (4.4482815 51.8722791, 4.4465224 51.8722344)",50,,,,,,44171466,44171463,0,False,
Albert Plesmanweg,7517367,tertiary,False,272.516,,"LINESTRING (4.4482815 51.8722791, 4.4504792 51.8723349, 4.4511671 51.8723524, 4.451343 51.8723576, 4.451696 51.8723703, 4.4519803 51.8724277, 4.452206 51.8724977)",50,,,,,,44171466,44172342,0,False,
Mathenesserlaan,691280295,tertiary,False,6.746,,"LINESTRING (4.4562847 51.9139207, 4.4563804 51.9139347)",50,,,,,,6486507724,6486507713,0,False,
Mathenesserlaan,66164441,tertiary,True,19.528,,"LINESTRING (4.4562847 51.9139207, 4.4561981 51.9139308, 4.4561877 51.913932, 4.456096 51.9139207, 4.4560046 51.913912)",50,,,,,,6486507724,621460267,0,False,
Kralingse Plaslaan,7320228,secondary,False,116.09599999999999,,"LINESTRING (4.5124611 51.9304662, 4.512257 51.9305552, 4.511944 51.9307109, 4.5113585 51.9309642, 4.5110793 51.9310678)",50,,,,,,44449998,4822782598,0,False,
Kralingse Plaslaan,7320228,secondary,False,252.67999999999998,,"LINESTRING (4.5124611 51.9304662, 4.5133973 51.9300319, 4.5139951 51.9297564, 4.5142368 51.9296308, 4.5143784 51.9295333, 4.5150348 51.9291075, 4.5150761 51.9290828, 4.5151219 51.9290554, 4.5152488 51.9289904)",50,,,,,,44449998,44442253,0,False,
Burghsluissingel,7515999,residential,False,143.421,,"LINESTRING (4.4683777 51.8722011, 4.468012 51.8709312)",,,,,,,44171474,44166064,0,False,
Sliedrechtstraat,155650548,residential,False,50.201,,"LINESTRING (4.4683777 51.8722011, 4.4688465 51.8721481, 4.4690974 51.8721213)",,,,,,,44171474,44171479,0,False,
Sliedrechtstraat,155650548,residential,False,159.63600000000002,,"LINESTRING (4.4683777 51.8722011, 4.4678653 51.8722569, 4.4673061 51.8723151, 4.4671373 51.8723357, 4.4667559 51.8723775, 4.4660889 51.872454)",,,,,,,44171474,44172737,0,False,
Mathenesserlaan,691280292,tertiary,False,16.29,,"LINESTRING (4.4602529 51.9144467, 4.4600203 51.9144171)",50,,,,,,6486507730,6486513550,0,False,
Mathenesserlaan,691280292,tertiary,False,181.16,,"LINESTRING (4.4602529 51.9144467, 4.4612725 51.9145849, 4.4620082 51.9146809, 4.4628355 51.914788)",50,,,,,,6486507730,621460298,0,False,
Sliedrechtstraat,7515986,residential,False,103.834,,"LINESTRING (4.4690974 51.8721213, 4.4688365 51.8712015)",,,,,,,44171479,44166892,0,False,
Sliedrechtstraat,155650548,residential,False,68.175,,"LINESTRING (4.4690974 51.8721213, 4.4691645 51.8721141, 4.4694649 51.8720818, 4.4700757 51.8720161)",,,,,,,44171479,44170483,0,False,
Sliedrechtstraat,155650548,residential,False,50.201,,"LINESTRING (4.4690974 51.8721213, 4.4688465 51.8721481, 4.4683777 51.8722011)",,,,,,,44171479,44171474,0,False,
,7315336,unclassified,False,38.195,,"LINESTRING (4.5502137 51.9305621, 4.5500714 51.9308942)",,,,,,,44450007,44451700,0,False,
Mauritsstraat,255337430,residential,False,14.927,,"LINESTRING (4.4749646 51.9170832, 4.4748738 51.9172052)",,,,,,,44384471,560063715,0,False,
Boomgaardhof,"[255337388, 7525866, 398656395, 398656396]",residential,False,160.502,,"LINESTRING (4.4749646 51.9170832, 4.4750566 51.9171015, 4.4751598 51.917122, 4.475246 51.9171392, 4.4766265 51.9174315, 4.4766016 51.9175017, 4.4770426 51.9175991)",,,,,building_passage,,44384471,44387508,0,False,
Mauritsstraat,"[398656393, 398656394, 7514831]",residential,False,41.793000000000006,,"LINESTRING (4.4749646 51.9170832, 4.4750118 51.9170018, 4.4750747 51.9168928, 4.4751313 51.9167949, 4.4751809 51.9167322)",,,,,building_passage,,44384471,3880908958,0,False,
Schiekade,7525983,secondary,True,345.09700000000004,,"LINESTRING (4.4740725 51.928235, 4.4725023 51.9292078, 4.47184 51.9296336, 4.4717459 51.9296941, 4.4707122 51.9303483, 4.4705832 51.9304681)",50,2,S112,,,,4287512792,771151563,0,False,GRT02_MORO_1127_2_2
Schiekade,"[429613778, 429613787]",residential,True,36.443,,"LINESTRING (4.4740725 51.928235, 4.4739775 51.9284018, 4.4738045 51.9285086)",30,,,,,,4287512792,44439754,0,False,
Ooltgensplaatweg,7515848,residential,False,59.49,,"LINESTRING (4.4761016 51.8722332, 4.4760225 51.8719831, 4.4759356 51.8717081)",,,,,,,44171483,44169195,0,False,
Ooltgensplaatweg,7515848,residential,False,60.847,,"LINESTRING (4.4761016 51.8722332, 4.4761745 51.872484, 4.4762723 51.8727701)",,,,,,,44171483,44174090,0,False,
Tiengemetensingel,7515850,residential,False,129.742,,"LINESTRING (4.4761016 51.8722332, 4.4744664 51.8724049, 4.4744298 51.872264)",,,,,,,44171483,44171888,0,False,
Kralingseweg,7311362,unclassified,False,107.706,,"LINESTRING (4.5540437 51.9304712, 4.5555655 51.9307114)",,,,,,,44450011,3068512041,0,False,
Kralingseweg,7311362,unclassified,False,23.7,,"LINESTRING (4.5540437 51.9304712, 4.5537092 51.9304175)",,,,,,,44450011,44449456,0,False,
Jinnahsingel,7315376,unclassified,True,90.492,,"LINESTRING (4.5540437 51.9304712, 4.5537083 51.9312583)",,,,,,,44450011,44454033,0,False,
Westblaak,45371270,secondary_link,True,108.45299999999999,,"LINESTRING (4.4782979 51.9171829, 4.4786178 51.9172169, 4.4798278 51.9174262)",50,,,,,,44384477,44387040,0,False,
"['Blaak', 'Westblaak', 'Churchillplein']","[7523323, 48244692, 7523340]",secondary,True,449.119,,"LINESTRING (4.4782979 51.9171829, 4.4786533 51.917287, 4.4789487 51.9173622, 4.4794832 51.917462, 4.4805985 51.9176931, 4.4817063 51.9179051, 4.4840324 51.9183377, 4.4841727 51.9183639, 4.4842897 51.9183859, 4.4843694 51.9184026, 4.4845223 51.9184269)",50,2,,,yes,,44384477,3094601407,0,True,
Crooswijkseweg,421641043,residential,False,58.994,,"LINESTRING (4.4946942 51.9327319, 4.4946789 51.9327193, 4.4945387 51.9325961, 4.4941986 51.9322982)",,,,,,,6486196446,44459500,0,False,
Crooswijkseweg,"[7522286, 691257542]",tertiary,False,69.202,,"LINESTRING (4.4946942 51.9327319, 4.4947204 51.9327548, 4.4953038 51.9332279)",50,,,,,,6486196446,44465260,0,False,
Crooswijksestraat,"[691255944, 691257543]",tertiary,False,180.42700000000002,,"LINESTRING (4.4946942 51.9327319, 4.4945172 51.9327252, 4.4944426 51.9327273, 4.4944129 51.9327281, 4.4942035 51.9327443, 4.4940671 51.93276, 4.4938352 51.9327866, 4.4931575 51.9328659, 4.4931195 51.9328701, 4.4923667 51.9329522, 4.4920995 51.9329813)",50,2,,,,,6486196446,6486196451,0,False,
Pijperstraat,691257544,tertiary,False,197.70299999999997,,"LINESTRING (4.4946942 51.9327319, 4.4948072 51.9327371, 4.4948883 51.9327368, 4.4949911 51.932727, 4.4961499 51.9326028, 4.4972412 51.9324879, 4.4974347 51.932459, 4.4974764 51.9324534, 4.4975355 51.9324466)",50,2,,,,,6486196446,1388317513,0,False,
Gildenburg,7511636,residential,True,98.792,,"LINESTRING (4.498653 51.8721292, 4.4984853 51.8730116)",30,,,,,,44171487,44174924,0,False,
Keyenburg,7511673,residential,False,29.623,,"LINESTRING (4.498653 51.8721292, 4.4990813 51.8721615)",30,,,,,,44171487,44171488,0,False,
Keyenburg,7511673,residential,False,32.753,,"LINESTRING (4.498653 51.8721292, 4.498385 51.8721097, 4.4981792 51.8720948)",30,,,,,,44171487,44170992,0,False,
Keyenburg,7511673,residential,False,29.623,,"LINESTRING (4.4990813 51.8721615, 4.498653 51.8721292)",30,,,,,,44171488,44171487,0,False,
Keyenburg,7511673,residential,False,31.853,,"LINESTRING (4.4990813 51.8721615, 4.4993298 51.8721805, 4.4995418 51.8721964)",30,,,,,,44171488,44171489,0,False,
Stoutenburg,7511643,residential,True,98.003,,"LINESTRING (4.4995418 51.8721964, 4.4993817 51.8730722)",30,,,,,,44171489,44175340,0,False,
Keyenburg,7511673,residential,False,37.783,,"LINESTRING (4.4995418 51.8721964, 4.500088 51.872238)",30,,,,,,44171489,44171894,0,False,
Keyenburg,7511673,residential,False,31.853,,"LINESTRING (4.4995418 51.8721964, 4.4993298 51.8721805, 4.4990813 51.8721615)",30,,,,,,44171489,44171488,0,False,
Crooswijksestraat,691255944,tertiary,False,19.132,,"LINESTRING (4.4920995 51.9329813, 4.4918255 51.9330139)",50,2,,,,,6486196451,6486196453,0,False,
1e Crooswijksedwarsstraat,7522395,residential,False,24.101,,"LINESTRING (4.4920995 51.9329813, 4.4920981 51.9329717, 4.492034 51.9327684)",,,,,,,6486196451,44462257,0,False,
Crooswijksestraat,"[691255944, 691257543]",tertiary,False,180.427,,"LINESTRING (4.4920995 51.9329813, 4.4923667 51.9329522, 4.4931195 51.9328701, 4.4931575 51.9328659, 4.4938352 51.9327866, 4.4940671 51.93276, 4.4942035 51.9327443, 4.4944129 51.9327281, 4.4944426 51.9327273, 4.4945172 51.9327252, 4.4946942 51.9327319)",50,2,,,,,6486196451,6486196446,0,False,
Crooswijksestraat,691255944,tertiary,False,93.136,,"LINESTRING (4.4918255 51.9330139, 4.4904884 51.9331618)",50,2,,,,,6486196453,6486196454,0,False,
Crooswijksestraat,691255944,tertiary,False,19.132,,"LINESTRING (4.4918255 51.9330139, 4.4920995 51.9329813)",50,2,,,,,6486196453,6486196451,0,False,
Crooswijksestraat,7522404,residential,True,146.361,,"LINESTRING (4.4918255 51.9330139, 4.4918278 51.9330266, 4.49185 51.9331174, 4.49182 51.9331727, 4.491751 51.9332093, 4.4903389 51.9333704, 4.490216 51.9333122, 4.4901937 51.9332102, 4.4901868 51.9331976)",,,,,,,6486196453,6486178907,0,False,
Crooswijksestraat,691255944,tertiary,False,21.058,,"LINESTRING (4.4904884 51.9331618, 4.4901868 51.9331976)",50,2,,,,,6486196454,6486178907,0,False,
Crooswijksestraat,691255944,tertiary,False,93.136,,"LINESTRING (4.4904884 51.9331618, 4.4918255 51.9330139)",50,2,,,,,6486196454,6486196453,0,False,
2e Crooswijksedwarsstraat,7522405,residential,False,22.838,,"LINESTRING (4.4904884 51.9331618, 4.4904853 51.9331508, 4.4904247 51.9329602)",30,,,,,,6486196454,44463296,0,False,
Wijnhaven,7523209,residential,True,73.217,,"LINESTRING (4.4864034 51.9170284, 4.4854552 51.916806, 4.4854052 51.916795)",30,1,,,,,44384485,2610317019,0,False,
"['Jufferhof', 'Jufferstraat']","[7514073, 626483525, 626482534]","['unclassified', 'residential']",False,135.993,,"LINESTRING (4.4864034 51.9170284, 4.4865669 51.9167417, 4.486093 51.9166392, 4.4861601 51.9165136, 4.4862101 51.9164338, 4.4864269 51.9160658)",30,1,,,,,44384485,7553711555,0,True,
,375388203,residential,False,48.557,,"LINESTRING (4.4762137 51.8716881, 4.4761709 51.8715576, 4.4766534 51.8714994)",,,,,,,2108047592,44167357,0,False,
Zenostraat,7330127,residential,False,51.067,,"LINESTRING (4.5232552 51.879284, 4.5228746 51.8788894)",30,,,,,,44204266,44202206,0,False,
Socratesstraat,7329969,residential,False,245.802,,"LINESTRING (4.5232552 51.879284, 4.5232038 51.8796959, 4.5231851 51.8798361, 4.5231663 51.8799843, 4.5231556 51.8800945, 4.523103 51.8805084, 4.5230908 51.8806049, 4.5230843 51.8806486, 4.5230612 51.8808049, 4.5230356 51.8809782, 4.5230046 51.8812135, 4.5229686 51.8814874)",30,,,,,,44204266,44215095,0,False,
Zenostraat,7330127,residential,False,81.945,,"LINESTRING (4.5232552 51.879284, 4.5238514 51.8793113, 4.5243825 51.8794782)",30,,,,,,44204266,44205407,0,False,
